,order_date,sales_qty,sales_amount,currency,user_id,r_id
22325,2020-06-16,483,10741,"INR",67653,492709.0
22326,2017-10-04,13,1093,"INR",13189,538779.0
22327,2017-10-04,1,440,"INR",60073,354248.0
22328,2017-10-05,61,5171,"INR",21930,442002.0
22329,2017-10-05,15,1755,"INR",14064,503573.0
22330,2017-10-06,25,1764,"INR",29692,324180.0
22331,2017-10-06,400,43560,"INR",35247,447814.0
22332,2017-10-06,1,144,"INR",58398,492705.0
22333,2017-10-09,58,5361,"INR",5842,324187.0
22334,2017-10-10,38,2380,"INR",10783,516759.0
22335,2017-10-10,20,5861,"INR",31890,525582.0
22336,2017-10-10,3,1102,"INR",11044,105814.0
22337,2017-10-10,13,2671,"INR",67168,369511.0
22338,2017-10-11,47,4139,"INR",34789,510695.0
22339,2017-10-11,4,481,"INR",70686,32162.0
22340,2017-10-11,2,662,"INR",18961,391685.0
22341,2017-10-12,71,5995,"INR",38809,388393.0
22342,2017-10-13,116,9676,"INR",82478,31191.0
22343,2017-10-13,131,14653,"INR",56716,542175.0
22344,2017-10-13,1,292,"INR",72386,536956.0
22345,2017-10-13,7,1338,"INR",92524,324176.0
22346,2017-10-16,37,3264,"INR",59343,324177.0
22347,2017-10-16,13,1528,"INR",16371,329504.0
22348,2017-10-17,64,4764,"INR",43841,324179.0
22349,2017-10-17,7,935,"INR",32304,454530.0
22350,2017-10-17,33,6681,"INR",53089,544219.0
22351,2017-10-18,3,306,"INR",15576,286257.0
22352,2017-10-18,1,190,"INR",86672,286258.0
22353,2017-10-18,1,222,"INR",86279,286259.0
22354,2017-10-19,200,8532,"INR",26349,536974.0
22355,2017-10-19,7,375,"INR",73593,319944.0
22356,2017-10-19,69,6551,"INR",64044,576075.0
22357,2017-10-19,126,13597,"INR",18832,530074.0
22358,2017-10-20,27,2741,"INR",31378,441461.0
22359,2017-10-20,25,2245,"INR",67473,417136.0
22360,2017-10-20,1,144,"INR",90556,3006.0
22361,2017-10-23,15,1394,"INR",33104,382950.0
22362,2017-10-24,101,8634,"INR",72307,115673.0
22363,2017-10-24,5,704,"INR",97804,51013.0
22364,2017-10-24,1,190,"INR",92787,152743.0
22365,2017-10-25,33,2722,"INR",12946,302154.0
22366,2017-10-25,1,222,"INR",28017,228593.0
22367,2017-10-26,23,1644,"INR",63364,420659.0
22368,2017-10-26,84,9301,"INR",92338,450046.0
22369,2017-10-26,6,1222,"INR",28249,417012.0
22370,2017-10-27,180,11542,"INR",88689,430474.0
22371,2017-10-27,7,375,"INR",64814,406203.0
22372,2017-10-27,39,3292,"INR",80059,455650.0
22373,2017-10-27,24,2102,"INR",62779,261047.0
22374,2017-10-27,1,144,"INR",45977,102341.0
22375,2017-10-30,100,5532,"INR",21098,366145.0
22376,2017-10-30,53,5273,"INR",46985,542028.0
22377,2017-10-30,53,5681,"INR",24061,536820.0
22378,2017-10-31,50,3227,"INR",28686,525802.0
22379,2017-10-31,91,6861,"INR",36206,519044.0
22380,2017-10-31,1,190,"INR",51892,220414.0
22381,2017-11-01,13,2671,"INR",3100,556792.0
22382,2017-11-02,5,426,"INR",15712,488782.0
22383,2017-11-02,61,7269,"INR",13018,544212.0
22384,2017-11-02,27,7815,"INR",11164,447909.0
22385,2017-11-02,1,440,"INR",19015,499664.0
22386,2017-11-03,167,9222,"INR",83783,100278.0
22387,2017-11-03,265,24241,"INR",65613,544211.0
22388,2017-11-03,17,1366,"INR",86486,418.0
22389,2017-11-03,1,144,"INR",9460,544451.0
22390,2017-11-06,3,227,"INR",63246,498219.0
22391,2017-11-06,9,671,"INR",17233,542393.0
22392,2017-11-06,3,310,"INR",35288,405102.0
22393,2017-11-07,33,1500,"INR",13958,499661.0
22394,2017-11-07,14,782,"INR",74990,429250.0
22395,2017-11-07,3,384,"INR",24984,64228.0
22396,2017-11-07,7,1954,"INR",53572,551093.0
22397,2017-11-07,1,440,"INR",80934,560868.0
22398,2017-11-08,1,440,"INR",7329,525812.0
22399,2017-11-09,13,755,"INR",61114,371841.0
22400,2017-11-09,86,6713,"INR",71652,339755.0
22401,2017-11-09,17,2005,"INR",89014,475109.0
22402,2017-11-10,13,1093,"INR",87354,419338.0
22403,2017-11-10,121,13894,"INR",51594,357684.0
22404,2017-11-10,7,1954,"INR",48406,667.0
22405,2017-11-13,71,8560,"INR",48576,304553.0
22406,2017-11-14,3,0,"INR",44198,542142.0
22407,2017-11-14,15,861,"INR",81358,542021.0
22408,2017-11-14,1,79,"INR",75788,507177.0
22409,2017-11-14,1,190,"INR",49523,479948.0
22410,2017-11-14,2,662,"INR",88532,324143.0
22411,2017-11-15,18,1481,"INR",16530,430352.0
22412,2017-11-15,7,694,"INR",33353,568474.0
22413,2017-11-15,33,4676,"INR",69851,566177.0
22414,2017-11-15,1,79,"INR",87111,544148.0
22415,2017-11-15,1,440,"INR",88645,34780.0
22416,2017-11-15,3,681,"INR",82571,313593.0
22417,2017-11-16,39,2644,"INR",68329,501657.0
22418,2017-11-16,10,1171,"INR",67239,578559.0
22419,2017-11-17,67,3519,"INR",46114,381672.0
22420,2017-11-17,45,4292,"INR",43761,367005.0
22421,2017-11-17,395,46181,"INR",2282,382646.0
22422,2017-11-17,1,190,"INR",49154,496254.0
22423,2017-11-20,19,1560,"INR",29085,472044.0
22424,2017-11-20,20,4009,"INR",27942,157287.0
22425,2017-11-21,80,6315,"INR",69280,328612.0
22426,2017-11-21,7,694,"INR",75942,474106.0
22427,2017-11-21,3,310,"INR",18254,86371.0
22428,2017-11-21,1,440,"INR",75230,6442.0
22429,2017-11-22,73,8273,"INR",15678,466859.0
22430,2017-11-22,8,926,"INR",69838,328839.0
22431,2017-11-22,33,9769,"INR",19878,430769.0
22432,2017-11-22,1,222,"INR",10234,390048.0
22433,2017-11-23,61,3856,"INR",33013,556362.0
22434,2017-11-23,2,231,"INR",20303,502620.0
22435,2017-11-24,130,10986,"INR",74178,32474.0
22436,2017-11-24,37,2944,"INR",96430,228396.0
22437,2017-11-24,1,144,"INR",7046,30176.0
22438,2017-11-24,3,681,"INR",6000,543298.0
22439,2017-11-27,5,412,"INR",4511,415277.0
22440,2017-11-27,74,8171,"INR",90896,88340.0
22441,2017-11-28,30,2009,"INR",98254,346133.0
22442,2017-11-28,53,6426,"INR",63833,565029.0
22443,2017-11-28,1,190,"INR",6548,502409.0
22444,2017-11-28,2,662,"INR",9645,557688.0
22445,2017-11-29,20,2083,"INR",64690,532262.0
22446,2017-11-29,3,389,"INR",96153,485227.0
22447,2017-11-29,1,222,"INR",34319,521370.0
22448,2017-11-30,64,4139,"INR",14417,193103.0
22449,2017-11-30,13,3907,"INR",91775,534439.0
22450,2017-12-01,29,1616,"INR",99664,559978.0
22451,2017-12-01,125,11269,"INR",21976,516806.0
22452,2017-12-01,19,1394,"INR",70040,546434.0
22453,2017-12-01,1,292,"INR",46412,512446.0
22454,2017-12-04,307,16968,"INR",39650,495147.0
22455,2017-12-04,59,5125,"INR",21023,545461.0
22456,2017-12-04,15,1681,"INR",6432,510262.0
22457,2017-12-04,20,5861,"INR",53258,410713.0
22458,2017-12-05,33,2042,"INR",88095,352903.0
22459,2017-12-05,3,315,"INR",82484,545325.0
22460,2017-12-05,1,440,"INR",13574,63179.0
22461,2017-12-06,44,3926,"INR",30986,104211.0
22462,2017-12-06,53,5681,"INR",34985,555012.0
22463,2017-12-07,233,15065,"INR",60526,483159.0
22464,2017-12-07,37,2435,"INR",1618,252256.0
22465,2017-12-07,25,2907,"INR",13256,37905.0
22466,2017-12-08,211,15944,"INR",70218,454748.0
22467,2017-12-08,213,24361,"INR",75707,547755.0
22468,2017-12-11,11,843,"INR",73934,538802.0
22469,2017-12-11,6,704,"INR",5155,511347.0
22470,2017-12-12,43,3606,"INR",8890,495256.0
22471,2017-12-12,1,162,"INR",14245,535539.0
22472,2017-12-13,7,491,"INR",34270,498646.0
22473,2017-12-13,10,1162,"INR",26445,400806.0
22474,2017-12-13,5,1764,"INR",14444,511229.0
22475,2017-12-14,20,1162,"INR",98524,463419.0
22476,2017-12-14,33,3472,"INR",79358,393588.0
22477,2017-12-14,7,773,"INR",58673,554553.0
22478,2017-12-15,66,5528,"INR",44191,577552.0
22479,2017-12-15,38,3745,"INR",9451,554547.0
22480,2017-12-15,3,583,"INR",11506,246991.0
22481,2017-12-15,8,1630,"INR",39827,382564.0
22482,2017-12-18,52,4630,"INR",69355,7316.0
22483,2017-12-19,5,264,"INR",18934,408917.0
22484,2017-12-19,83,6028,"INR",57452,361868.0
22485,2017-12-19,1,153,"INR",56341,352801.0
22486,2017-12-19,47,13676,"INR",94745,392144.0
22487,2017-12-19,1,440,"INR",53503,541101.0
22488,2017-12-20,16,1352,"INR",13841,322393.0
22489,2017-12-20,20,2083,"INR",42273,392143.0
22490,2017-12-20,4,463,"INR",18700,495240.0
22491,2017-12-20,1,222,"INR",34343,447160.0
22492,2017-12-21,133,7380,"INR",49690,156815.0
22493,2017-12-21,133,8991,"INR",12785,200751.0
22494,2017-12-21,4,468,"INR",38193,397715.0
22495,2017-12-22,60,3319,"INR",35709,363.0
22496,2017-12-22,121,12083,"INR",13042,311499.0
22497,2017-12-22,75,7444,"INR",75299,437240.0
22498,2017-12-22,7,1356,"INR",84506,442820.0
22499,2017-12-26,1,190,"INR",5460,493176.0
22500,2017-12-27,133,8606,"INR",3459,459175.0
22501,2017-12-27,33,2972,"INR",63463,459056.0
22502,2017-12-28,21,1657,"INR",5596,566670.0
22503,2017-12-28,27,7815,"INR",64126,413299.0
22504,2017-12-28,1,440,"INR",91235,289255.0
22505,2017-12-29,13,736,"INR",41707,346214.0
22506,2017-12-29,5,264,"INR",61143,151371.0
22507,2017-12-29,1,116,"INR",84693,95118.0
22508,2017-12-29,15,1755,"INR",24514,541211.0
22509,2018-01-02,13,1074,"INR",13809,36462.0
22510,2018-01-02,20,1440,"INR",46644,493294.0
22511,2018-01-03,40,1796,"INR",17502,554650.0
22512,2018-01-03,114,10014,"INR",12385,335438.0
22513,2018-01-03,69,8264,"INR",45377,515088.0
22514,2018-01-03,2,662,"INR",76257,220376.0
22515,2018-01-04,23,1292,"INR",69913,542308.0
22516,2018-01-04,33,2903,"INR",68097,539253.0
22517,2018-01-04,3,880,"INR",36214,532614.0
22518,2018-01-05,15,1208,"INR",82847,342089.0
22519,2018-01-05,68,6477,"INR",71474,60372.0
22520,2018-01-05,1,144,"INR",53963,429770.0
22521,2018-01-05,1,190,"INR",72109,345354.0
22522,2018-01-08,3,208,"INR",33413,28609.0
22523,2018-01-08,15,1185,"INR",14370,323461.0
22524,2018-01-08,2,394,"INR",15259,324417.0
22525,2018-01-09,39,3060,"INR",63441,517259.0
22526,2018-01-09,27,7815,"INR",71072,392126.0
22527,2018-01-09,2,662,"INR",65403,551003.0
22528,2018-01-10,133,5722,"INR",95817,413074.0
22529,2018-01-10,33,2810,"INR",31239,556812.0
22530,2018-01-10,2,662,"INR",1011,530563.0
22531,2018-01-11,7,454,"INR",87309,506003.0
22532,2018-01-11,26,1708,"INR",16290,551489.0
22533,2018-01-11,1,190,"INR",88777,82152.0
22534,2018-01-12,168,12602,"INR",64999,542541.0
22535,2018-01-12,408,40444,"INR",88700,233796.0
22536,2018-01-12,7,1356,"INR",87633,407914.0
22537,2018-01-15,7,519,"INR",39276,474533.0
22538,2018-01-15,1,79,"INR",55195,212651.0
22539,2018-01-15,20,5861,"INR",80334,407878.0
22540,2018-01-16,15,819,"INR",40225,107699.0
22541,2018-01-16,25,2894,"INR",39109,415537.0
22542,2018-01-16,1,190,"INR",90686,479089.0
22543,2018-01-16,2,662,"INR",76991,546601.0
22544,2018-01-16,1,130,"INR",37045,542006.0
22545,2018-01-17,20,1583,"INR",83557,423047.0
22546,2018-01-17,33,3472,"INR",9042,303828.0
22547,2018-01-17,1,162,"INR",66599,483342.0
22548,2018-01-17,1,190,"INR",58949,423169.0
22549,2018-01-17,1,440,"INR",90382,483345.0
22550,2018-01-18,51,3662,"INR",25102,413360.0
22551,2018-01-18,1,153,"INR",49300,494236.0
22552,2018-01-19,13,736,"INR",76592,383333.0
22553,2018-01-19,11,597,"INR",89796,498717.0
22554,2018-01-19,115,10861,"INR",25695,573271.0
22555,2018-01-19,3,940,"INR",76515,542010.0
22556,2018-01-22,1,0,"INR",13071,413368.0
22557,2018-01-22,31,2708,"INR",69864,459366.0
22558,2018-01-23,7,694,"INR",18980,413484.0
22559,2018-01-23,127,17769,"INR",19696,528186.0
22560,2018-01-23,1,79,"INR",93537,565650.0
22561,2018-01-23,1,375,"INR",22218,483338.0
22562,2018-01-23,1,440,"INR",30414,465807.0
22563,2018-01-24,377,22963,"INR",99329,423293.0
22564,2018-01-24,20,5861,"INR",16795,413249.0
22565,2018-01-24,2,662,"INR",39068,479099.0
22566,2018-01-25,18,1037,"INR",72185,278493.0
22567,2018-01-25,3,306,"INR",94298,482486.0
22568,2018-01-26,23,1282,"INR",32037,110857.0
22569,2018-01-26,64,6037,"INR",88781,575582.0
22570,2018-01-26,81,8801,"INR",59591,334433.0
22571,2018-01-26,1,144,"INR",49990,551074.0
22572,2018-01-26,1,375,"INR",2676,336861.0
22573,2018-01-29,1,153,"INR",66736,210119.0
22574,2018-01-30,43,2972,"INR",22921,576429.0
22575,2018-01-30,1,79,"INR",14441,34134.0
22576,2018-01-31,47,3963,"INR",81641,25793.0
22577,2018-01-31,7,694,"INR",18382,413379.0
22578,2018-01-31,13,944,"INR",21361,543454.0
22579,2018-01-31,2,662,"INR",9135,413377.0
22580,2018-02-01,113,5991,"INR",38298,38734.0
22581,2018-02-01,51,3269,"INR",98232,290559.0
22582,2018-02-01,55,6583,"INR",62054,413372.0
22583,2018-02-02,103,8884,"INR",50637,59067.0
22584,2018-02-02,16,1213,"INR",39471,517187.0
22585,2018-02-02,133,12037,"INR",34936,554331.0
22586,2018-02-02,1,144,"INR",29961,33395.0
22587,2018-02-02,1,375,"INR",18051,532661.0
22588,2018-02-05,50,2769,"INR",53861,518398.0
22589,2018-02-05,27,2435,"INR",80836,483565.0
22590,2018-02-05,7,801,"INR",61930,312520.0
22591,2018-02-05,1,190,"INR",23509,373679.0
22592,2018-02-06,20,1176,"INR",88112,494578.0
22593,2018-02-06,33,2157,"INR",98559,472549.0
22594,2018-02-06,107,12755,"INR",38572,309595.0
22595,2018-02-06,27,7815,"INR",78565,313724.0
22596,2018-02-06,2,662,"INR",93637,532654.0
22597,2018-02-06,7,1338,"INR",80959,554568.0
22598,2018-02-07,13,1093,"INR",99158,405549.0
22599,2018-02-07,1,222,"INR",65757,413389.0
22600,2018-02-08,34,2250,"INR",78735,413269.0
22601,2018-02-08,19,2301,"INR",87538,212306.0
22602,2018-02-09,70,5824,"INR",4628,475812.0
22603,2018-02-09,177,19778,"INR",86927,542350.0
22604,2018-02-09,1,144,"INR",18274,413384.0
22605,2018-02-09,1,190,"INR",2622,545726.0
22606,2018-02-12,87,6324,"INR",89697,541123.0
22607,2018-02-12,1,79,"INR",56715,153769.0
22608,2018-02-12,5,949,"INR",48617,578994.0
22609,2018-02-13,33,3153,"INR",66482,413392.0
22610,2018-02-13,8,954,"INR",2485,332120.0
22611,2018-02-13,2,662,"INR",4765,470018.0
22612,2018-02-14,93,5167,"INR",80394,364842.0
22613,2018-02-14,47,3907,"INR",49370,363634.0
22614,2018-02-14,53,5556,"INR",46786,413274.0
22615,2018-02-14,17,2088,"INR",72151,156663.0
22616,2018-02-14,1,190,"INR",20795,464907.0
22617,2018-02-14,7,2204,"INR",1882,114907.0
22618,2018-02-14,5,1083,"INR",50537,395368.0
22619,2018-02-14,1,130,"INR",784,233032.0
22620,2018-02-15,30,2093,"INR",54642,515101.0
22621,2018-02-15,13,1588,"INR",596,336829.0
22622,2018-02-16,31,2806,"INR",72084,18772.0
22623,2018-02-16,21,1546,"INR",7966,413436.0
22624,2018-02-16,1,190,"INR",76171,336704.0
22625,2018-02-16,13,2713,"INR",14859,541879.0
22626,2018-02-19,7,569,"INR",14491,40229.0
22627,2018-02-19,20,2407,"INR",46689,508926.0
22628,2018-02-19,7,1338,"INR",21547,189111.0
22629,2018-02-20,90,3838,"INR",91517,307034.0
22630,2018-02-20,9,486,"INR",6749,413440.0
22631,2018-02-20,1,162,"INR",95751,413562.0
22632,2018-02-21,59,4407,"INR",79163,132581.0
22633,2018-02-21,4,1324,"INR",8576,472883.0
22634,2018-02-21,1,130,"INR",54826,537388.0
22635,2018-02-22,107,5903,"INR",61245,539208.0
22636,2018-02-22,31,1917,"INR",84649,516784.0
22637,2018-02-22,27,3185,"INR",80563,562349.0
22638,2018-02-23,123,11167,"INR",28988,413325.0
22639,2018-02-23,122,13889,"INR",94092,413326.0
22640,2018-02-26,27,2361,"INR",11075,539206.0
22641,2018-02-26,3,319,"INR",68510,482441.0
22642,2018-02-26,33,9769,"INR",14101,484623.0
22643,2018-02-27,100,5532,"INR",65630,548022.0
22644,2018-02-27,35,2523,"INR",98473,576985.0
22645,2018-02-27,35,3931,"INR",95063,361353.0
22646,2018-02-27,1,190,"INR",10856,504560.0
22647,2018-02-27,1,440,"INR",61413,323512.0
22648,2018-02-28,20,1338,"INR",31588,396591.0
22649,2018-02-28,27,1505,"INR",8199,542822.0
22650,2018-02-28,61,4944,"INR",32991,372145.0
22651,2018-02-28,27,1699,"INR",27425,234141.0
22652,2018-02-28,1,440,"INR",632,463918.0
22653,2018-02-28,7,1338,"INR",9373,396557.0
22654,2018-02-28,4,815,"INR",43716,413336.0
22655,2018-03-01,24,1532,"INR",3669,541978.0
22656,2018-03-01,67,7727,"INR",48689,427620.0
22657,2018-03-01,1,130,"INR",26842,540408.0
22658,2018-03-02,24,1713,"INR",61653,570098.0
22659,2018-03-02,65,6634,"INR",73411,423385.0
22660,2018-03-02,1,292,"INR",59981,528765.0
22661,2018-03-02,1,190,"INR",97769,526463.0
22662,2018-03-05,5,412,"INR",17569,60656.0
22663,2018-03-05,53,6426,"INR",75006,57366.0
22664,2018-03-06,28,2056,"INR",15433,575307.0
22665,2018-03-06,3,255,"INR",90317,413346.0
22666,2018-03-06,1,440,"INR",13634,504473.0
22667,2018-03-07,270,17162,"INR",52993,266060.0
22668,2018-03-07,30,2306,"INR",66346,437551.0
22669,2018-03-07,3,310,"INR",60538,547044.0
22670,2018-03-07,1,222,"INR",70102,537002.0
22671,2018-03-08,33,1431,"INR",59480,320231.0
22672,2018-03-08,41,2523,"INR",84384,537004.0
22673,2018-03-08,11,1218,"INR",50007,440947.0
22674,2018-03-08,13,2671,"INR",17848,212123.0
22675,2018-03-09,72,6856,"INR",54114,541966.0
22676,2018-03-09,35,2935,"INR",10370,413349.0
22677,2018-03-09,1,190,"INR",81167,413348.0
22678,2018-03-12,5,421,"INR",86088,400574.0
22679,2018-03-12,1,130,"INR",78869,509913.0
22680,2018-03-13,43,2389,"INR",66572,255291.0
22681,2018-03-13,1,162,"INR",88096,575433.0
22682,2018-03-13,1,190,"INR",64109,59796.0
22683,2018-03-13,5,1542,"INR",16757,438874.0
22684,2018-03-14,32,2648,"INR",66928,280342.0
22685,2018-03-14,43,4514,"INR",91191,314905.0
22686,2018-03-14,8,931,"INR",34969,343442.0
22687,2018-03-14,1,222,"INR",64536,493435.0
22688,2018-03-15,7,375,"INR",11899,289159.0
22689,2018-03-15,8,630,"INR",83291,518657.0
22690,2018-03-15,15,1847,"INR",29053,294989.0
22691,2018-03-15,13,3907,"INR",59713,419060.0
22692,2018-03-16,54,4444,"INR",79672,436879.0
22693,2018-03-16,154,15750,"INR",50880,423322.0
22694,2018-03-16,1,144,"INR",23467,538260.0
22695,2018-03-16,2,565,"INR",24507,229924.0
22696,2018-03-19,126,8921,"INR",58485,333881.0
22697,2018-03-19,7,1338,"INR",93837,496816.0
22698,2018-03-20,70,4681,"INR",69337,388622.0
22699,2018-03-20,7,537,"INR",87293,18976.0
22700,2018-03-20,27,1699,"INR",66772,482527.0
22701,2018-03-20,1,440,"INR",4997,543840.0
22702,2018-03-21,3,250,"INR",96371,421394.0
22703,2018-03-21,1,79,"INR",72280,295841.0
22704,2018-03-21,1,440,"INR",6061,509933.0
22705,2018-03-21,20,4009,"INR",88218,353535.0
22706,2018-03-21,3,681,"INR",2815,573440.0
22707,2018-03-22,54,4389,"INR",54893,387765.0
22708,2018-03-22,43,4787,"INR",73432,386673.0
22709,2018-03-23,83,3556,"INR",51907,423324.0
22710,2018-03-23,178,14787,"INR",27462,504243.0
22711,2018-03-23,215,22699,"INR",21606,554617.0
22712,2018-03-23,7,1338,"INR",61516,388619.0
22713,2018-03-26,11,829,"INR",51257,368900.0
22714,2018-03-26,133,18704,"INR",55005,388616.0
22715,2018-03-26,27,3213,"INR",52589,494624.0
22716,2018-03-26,40,11722,"INR",71677,413419.0
22717,2018-03-27,140,11028,"INR",53002,375459.0
22718,2018-03-27,20,2083,"INR",77810,416805.0
22719,2018-03-28,160,8852,"INR",45317,413414.0
22720,2018-03-28,135,10940,"INR",75972,388651.0
22721,2018-03-28,3,389,"INR",17647,536180.0
22722,2018-03-29,66,3727,"INR",89004,225588.0
22723,2018-03-29,185,17690,"INR",91424,468698.0
22724,2018-03-29,597,70926,"INR",90184,527235.0
22725,2018-03-30,133,7995,"INR",72037,388645.0
22726,2018-03-30,11,1023,"INR",39413,188560.0
22727,2018-04-03,1,190,"INR",99659,229954.0
22728,2018-04-04,222,16519,"INR",30246,307452.0
22729,2018-04-04,21,2472,"INR",49537,388646.0
22730,2018-04-04,3,1102,"INR",49561,263829.0
22731,2018-04-04,1,130,"INR",39111,385496.0
22732,2018-04-05,110,7356,"INR",540,388644.0
22733,2018-04-05,11,880,"INR",76188,449609.0
22734,2018-04-05,3,403,"INR",21328,388641.0
22735,2018-04-05,1,190,"INR",90467,506574.0
22736,2018-04-06,353,19551,"INR",71957,328276.0
22737,2018-04-06,9,486,"INR",42209,404614.0
22738,2018-04-06,27,2343,"INR",86480,413302.0
22739,2018-04-09,210,13523,"INR",88426,413420.0
22740,2018-04-09,2,157,"INR",74191,494615.0
22741,2018-04-09,12,1375,"INR",81665,525172.0
22742,2018-04-10,50,2250,"INR",71627,388649.0
22743,2018-04-10,24,1829,"INR",75609,561231.0
22744,2018-04-10,40,4167,"INR",18238,413428.0
22745,2018-04-10,9,1111,"INR",36788,437734.0
22746,2018-04-10,3,1102,"INR",32291,404731.0
22747,2018-04-11,3,319,"INR",46008,413427.0
22748,2018-04-11,1,130,"INR",26782,437614.0
22749,2018-04-12,13,755,"INR",29821,455041.0
22750,2018-04-12,83,6625,"INR",44572,374110.0
22751,2018-04-12,23,1583,"INR",73792,413425.0
22752,2018-04-12,4,1324,"INR",94109,423353.0
22753,2018-04-13,59,4912,"INR",464,518660.0
22754,2018-04-13,65,6625,"INR",63063,513090.0
22755,2018-04-13,1,144,"INR",11493,515154.0
22756,2018-04-13,1,190,"INR",57733,388636.0
22757,2018-04-13,33,9769,"INR",49176,362026.0
22758,2018-04-13,7,1356,"INR",8968,388632.0
22759,2018-04-16,40,3273,"INR",59061,29974.0
22760,2018-04-16,11,1236,"INR",78505,423228.0
22761,2018-04-16,13,2671,"INR",78585,527360.0
22762,2018-04-17,167,9222,"INR",33162,415975.0
22763,2018-04-17,17,935,"INR",19826,413313.0
22764,2018-04-17,80,11222,"INR",7852,541892.0
22765,2018-04-17,1,190,"INR",71902,308435.0
22766,2018-04-17,1,440,"INR",14836,388638.0
22767,2018-04-18,1,157,"INR",40251,510933.0
22768,2018-04-18,1,440,"INR",43309,388639.0
22769,2018-04-19,75,4412,"INR",90504,155575.0
22770,2018-04-19,20,2083,"INR",8000,23806.0
22771,2018-04-19,9,1088,"INR",79590,395489.0
22772,2018-04-20,23,995,"INR",89128,454140.0
22773,2018-04-20,169,13736,"INR",85294,316260.0
22774,2018-04-20,47,4102,"INR",65549,411931.0
22775,2018-04-20,7,1338,"INR",19545,448184.0
22776,2018-04-20,2,394,"INR",54952,204503.0
22777,2018-04-23,15,1148,"INR",91479,317997.0
22778,2018-04-23,1,79,"INR",15133,4848.0
22779,2018-04-24,19,1407,"INR",66193,204552.0
22780,2018-04-24,3,880,"INR",82043,503001.0
22781,2018-04-25,13,1093,"INR",95341,503000.0
22782,2018-04-25,1,79,"INR",11997,503003.0
22783,2018-04-26,67,4458,"INR",95217,503002.0
22784,2018-04-26,11,708,"INR",91814,5897.0
22785,2018-04-26,33,4005,"INR",59274,335183.0
22786,2018-04-26,13,1204,"INR",30751,470583.0
22787,2018-04-26,20,5861,"INR",21504,510600.0
22788,2018-04-27,125,9940,"INR",89093,131174.0
22789,2018-04-27,34,2898,"INR",2080,214943.0
22790,2018-04-27,1,292,"INR",31152,401160.0
22791,2018-04-27,1,190,"INR",68882,263076.0
22792,2018-04-30,40,3611,"INR",17475,396744.0
22793,2018-04-30,33,1431,"INR",69339,432669.0
22794,2018-04-30,7,569,"INR",61159,519975.0
22795,2018-04-30,8,731,"INR",6275,396742.0
22796,2018-04-30,1,190,"INR",72906,396741.0
22797,2018-05-02,27,2093,"INR",79344,396748.0
22798,2018-05-02,17,2088,"INR",52680,396747.0
22799,2018-05-02,1,222,"INR",50310,396746.0
22800,2018-05-02,4,815,"INR",9311,396745.0
22801,2018-05-03,58,3829,"INR",93171,549948.0
22802,2018-05-03,1,222,"INR",69878,292051.0
22803,2018-05-03,7,1338,"INR",15172,528478.0
22804,2018-05-04,67,3690,"INR",72158,501532.0
22805,2018-05-04,24,1731,"INR",19401,31422.0
22806,2018-05-04,867,47481,"INR",8167,574687.0
22807,2018-05-04,1,190,"INR",54608,384373.0
22808,2018-05-07,20,1176,"INR",32235,12808.0
22809,2018-05-07,12,931,"INR",32030,382993.0
22810,2018-05-07,33,2292,"INR",15699,186490.0
22811,2018-05-08,53,5556,"INR",2175,231794.0
22812,2018-05-08,1,222,"INR",92182,6518.0
22813,2018-05-09,35,2819,"INR",4167,322300.0
22814,2018-05-09,1,162,"INR",90899,151392.0
22815,2018-05-10,13,986,"INR",44155,396750.0
22816,2018-05-10,80,7222,"INR",77154,18434.0
22817,2018-05-11,155,12329,"INR",60936,580380.0
22818,2018-05-11,73,7236,"INR",16828,347983.0
22819,2018-05-11,1,190,"INR",59625,99713.0
22820,2018-05-14,9,681,"INR",70964,291533.0
22821,2018-05-14,54,6505,"INR",21520,396752.0
22822,2018-05-14,53,4815,"INR",57169,432976.0
22823,2018-05-14,13,2671,"INR",69362,184792.0
22824,2018-05-15,29,1968,"INR",11323,191484.0
22825,2018-05-15,1,79,"INR",45589,422921.0
22826,2018-05-15,27,7815,"INR",7811,410192.0
22827,2018-05-15,3,1102,"INR",76974,422923.0
22828,2018-05-16,35,2745,"INR",13809,422924.0
22829,2018-05-16,1,157,"INR",27996,255355.0
22830,2018-05-16,1,222,"INR",57660,422920.0
22831,2018-05-16,13,2671,"INR",32445,546432.0
22832,2018-05-17,83,5620,"INR",10956,357073.0
22833,2018-05-17,42,2440,"INR",46973,518503.0
22834,2018-05-17,21,2375,"INR",86973,373342.0
22835,2018-05-17,1,259,"INR",15202,234771.0
22836,2018-05-18,121,9995,"INR",44922,108098.0
22837,2018-05-18,119,13806,"INR",85420,448116.0
22838,2018-05-21,183,10759,"INR",46428,315644.0
22839,2018-05-21,6,468,"INR",85382,422184.0
22840,2018-05-21,63,7468,"INR",72294,448238.0
22841,2018-05-22,47,6065,"INR",8760,502999.0
22842,2018-05-22,1,190,"INR",1654,58103.0
22843,2018-05-22,1,440,"INR",18989,222276.0
22844,2018-05-23,27,1505,"INR",50589,401975.0
22845,2018-05-23,1,116,"INR",59746,143934.0
22846,2018-05-23,55,5912,"INR",43473,211982.0
22847,2018-05-23,2,662,"INR",89526,5328.0
22848,2018-05-24,37,2190,"INR",25545,230648.0
22849,2018-05-24,15,1759,"INR",33571,452168.0
